movie_id,rating,title,genre
2582802,1850,Whiplash (2014),Drama|Music
3783958,1701,La La Land (2016),Comedy|Drama|Music|Musical|Romance
3890160,1426,Baby Driver (2017),Action|Crime|Drama|Music|Thriller
2294629,1233,Frozen (2013),Animation|Adventure|Comedy|Family|Fantasy|Musical
6966692,1037,Green Book (2018),Biography|Comedy|Drama|Music
1727824,845,Bohemian Rhapsody (2018),Biography|Drama|Music
2380307,825,Coco (2017),Animation|Adventure|Comedy|Family|Fantasy|Music|Mystery
1485796,754,The Greatest Showman (2017),Biography|Drama|Musical
1517451,750,A Star Is Born (2018),Drama|Music|Romance
2140373,701,Saving Mr. Banks (2013),Biography|Comedy|Drama|Music
