movie_id,rating,title,genre
0043014,151,Sunset Blvd. (1950),Drama|Film-Noir
0036775,105,Double Indemnity (1944),Crime|Drama|Film-Noir|Mystery|Thriller
0041959,91,The Third Man (1949),Film-Noir|Mystery|Thriller
0044079,91,Strangers on a Train (1951),Crime|Film-Noir|Thriller
0049406,80,The Killing (1956),Crime|Drama|Film-Noir|Thriller
0033870,61,The Maltese Falcon (1941),Film-Noir|Mystery
0038787,57,Notorious (1946),Drama|Film-Noir|Romance|Thriller
0052311,56,Touch of Evil (1958),Crime|Drama|Film-Noir|Thriller
0048424,48,The Night of the Hunter (1955),Crime|Drama|Film-Noir|Thriller
0038355,45,The Big Sleep (1946),Crime|Film-Noir|Mystery|Thriller
